mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__colsample_bytree,param_model__learning_rate,param_model__max_depth,param_model__min_child_weight,param_model__n_estimators,param_model__subsample,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.2351537227630615,0.04553512739944204,0.02358565330505371,0.001198401007814212,0.8,0.03,2,3,400,0.8,"{'model__colsample_bytree': 0.8, 'model__learning_rate': 0.03, 'model__max_depth': 2, 'model__min_child_weight': 3, 'model__n_estimators': 400, 'model__subsample': 0.8}",0.47047244094488194,0.4891732283464567,0.3835770528683915,0.562992125984252,0.3948256467941508,0.46020809898762655,0.06581196536252772,109,0.9129785500950311,0.902117838718436,0.9436351706036745,0.9031167979002624,0.9031824146981626,0.9130061544031134,0.01581769924921042
0.21482887268066406,0.05013363992597397,0.024887990951538087,0.001542771961251309,0.8,0.03,2,3,400,1.0,"{'model__colsample_bytree': 0.8, 'model__learning_rate': 0.03, 'model__max_depth': 2, 'model__min_child_weight': 3, 'model__n_estimators': 400, 'model__subsample': 1.0}",0.49803149606299213,0.49803149606299213,0.3785151856017998,0.45725534308211474,0.4471316085489314,0.45579302587176607,0.043857040134155395,120,0.9027626934564215,0.8998438772739614,0.9437335958005251,0.9042650918635172,0.8861220472440945,0.907345461127704,0.019294008585515776
0.0952481746673584,0.006813039880777534,0.02671809196472168,0.005084934176167477,0.8,0.03,3,1,100,0.8,"{'model__colsample_bytree': 0.8, 'model__learning_rate': 0.03, 'model__max_depth': 3, 'model__min_child_weight': 1, 'model__n_estimators': 100, 'model__subsample': 0.8}",0.4389763779527559,0.4753937007874016,0.3143982002249719,0.5399325084364455,0.5033745781777278,0.4544150731158605,0.0774512048985387,122,0.9144040184632094,0.9360915014933479,0.9495734908136482,0.9037401574803149,0.9213254593175854,0.9250269255136212,0.016153217692741643
0.09770445823669434,0.014073984017191168,0.02394585609436035,0.002537901112443618,0.8,0.03,3,1,100,1.0,"{'model__colsample_bytree': 0.8, 'model__learning_rate': 0.03, 'model__max_depth': 3, 'model__min_child_weight': 1, 'model__n_estimators': 100, 'model__subsample': 1.0}",0.5314960629921259,0.5236220472440944,0.31046119235095615,0.5365579302587177,0.5219347581552307,0.48481439820022504,0.08733792541050024,53,0.8971286994298127,0.9103312516969861,0.935990813648294,0.864238845144357,0.8953083989501313,0.9005996017739163,0.023278279580935746
0.1755824565887451,0.022893854053937845,0.02846560478210449,0.008874063958049277,0.8,0.03,3,1,200,0.8,"{'model__colsample_bytree': 0.8, 'model__learning_rate': 0.03, 'model__max_depth': 3, 'model__min_child_weight': 1, 'model__n_estimators': 200, 'model__subsample': 0.8}",0.5088582677165354,0.48622047244094485,0.3115860517435321,0.5433070866141732,0.48031496062992124,0.46605736782902135,0.08033760429190905,91,0.9642954113494434,0.9679269617159924,0.982250656167979,0.9493438320209974,0.9516404199475066,0.9630914562403838,0.011933398232130587
0.15843586921691893,0.01969849878570236,0.025458049774169923,0.0011033162856678997,0.8,0.03,3,1,200,1.0,"{'model__colsample_bytree': 0.8, 'model__learning_rate': 0.03, 'model__max_depth': 3, 'model__min_child_weight': 1, 'model__n_estimators': 200, 'model__subsample': 1.0}",0.5324803149606299,0.5748031496062992,0.31383577052868394,0.5748031496062992,0.46456692913385833,0.4920978627671541,0.09782269391445593,34,0.949599511267988,0.9490904154222101,0.9680774278215223,0.9401574803149606,0.9377952755905512,0.9489440220834464,0.010658669493240788
0.29361863136291505,0.028068698100733487,0.028682613372802736,0.0032659087794638304,0.8,0.03,3,1,400,0.8,"{'model__colsample_bytree': 0.8, 'model__learning_rate': 0.03, 'model__max_depth': 3, 'model__min_child_weight': 1, 'model__n_estimators': 400, 'model__subsample': 0.8}",0.5177165354330708,0.5059055118110236,0.3329583802024747,0.5579302587176603,0.49606299212598426,0.48211473565804275,0.07749019930967925,61,0.989342926961716,0.988630192777627,0.9965551181102363,0.9826115485564305,0.9793963254593175,0.9873072223730655,0.0059337940982369655
0.28182501792907716,0.033863344890953884,0.0280454158782959,0.0027762070050888752,0.8,0.03,3,1,400,1.0,"{'model__colsample_bytree': 0.8, 'model__learning_rate': 0.03, 'model__max_depth': 3, 'model__min_child_weight': 1, 'model__n_estimators': 400, 'model__subsample': 1.0}",0.5118110236220472,0.5561023622047244,0.3014623172103487,0.5759280089988752,0.43082114735658045,0.4752249718785152,0.10018578035123174,75,0.9772943252783056,0.9797719250610916,0.9941601049868767,0.9733595800524935,0.9801837270341207,0.9809539324825776,0.007035058832909219
0.09605531692504883,0.0031042070264260956,0.029425382614135742,0.0035466547480366996,0.8,0.03,3,3,100,0.8,"{'model__colsample_bytree': 0.8, 'model__learning_rate': 0.03, 'model__max_depth': 3, 'model__min_child_weight': 3, 'model__n_estimators': 100, 'model__subsample': 0.8}",0.40649606299212593,0.4852362204724409,0.34308211473565803,0.5416197975253093,0.48931383577052867,0.4531496062992126,0.06993680410218515,126,0.8546701058919359,0.849579147434157,0.8913713910761155,0.8545275590551181,0.8676181102362205,0.8635532627387095,0.01513949107775897
0.11931471824645996,0.02972540013562874,0.029765748977661134,0.004555966722141283,0.8,0.03,3,3,100,1.0,"{'model__colsample_bytree': 0.8, 'model__learning_rate': 0.03, 'model__max_depth': 3, 'model__min_child_weight': 3, 'model__n_estimators': 100, 'model__subsample': 1.0}",0.43503937007874016,0.48720472440944884,0.30596175478065246,0.5101237345331833,0.5146231721034871,0.4505905511811024,0.07764573668314176,131,0.8595574260114037,0.862374423024708,0.9121062992125984,0.8757874015748031,0.8666994750656168,0.8753050049778259,0.01920317318492443
